SITENAME,BCF-Sector,Solution Type,Site Type,Blended Congestion,Lat,Lon,Town,Province,ACL,Azimuth,Beam Width,Length
TCEDCBAYABASONMRAMAGBUK,TCEDCBAYABASONMRAMAGBUK-2,MACRO,MACRO,AMBER,7.8206,125.0148,BUKIDNON,MARAMAG,39,105,40,200
TCEDCBAYABASONMRAMAGBUK,TCEDCBAYABASONMRAMAGBUK-3,MACRO,MACRO,AMBER,7.8206,125.0148,BUKIDNON,MARAMAG,39,195,40,200
TCEDCBOLOBOLOELSALVMOR,TCEDCBOLOBOLOELSALVMOR-1,MACRO,MACRO,AMBER,8.54585,124.53718,MISAMIS ORIENTAL,EL SALVADOR CITY,38,308,40,200
TCEDCBOLOBOLOELSALVMOR,TCEDCBOLOBOLOELSALVMOR-2,MACRO,MACRO,AMBER,8.54585,124.53718,MISAMIS ORIENTAL,EL SALVADOR CITY,38,150,40,200
TCEDCBOLOBOLOELSALVMOR,TCEDCBOLOBOLOELSALVMOR-3,MACRO,MACRO,AMBER,8.54585,124.53718,MISAMIS ORIENTAL,EL SALVADOR CITY,38,240,40,200
TCEDCBULAYPOBDANGCABUK,TCEDCBULAYPOBDANGCABUK-2,MACRO,MACRO,AMBER,7.613985,125.0031,BUKIDNON,DANGCAGAN,37,140,40,200
TCEDCBULAYPOBDANGCABUK,TCEDCBULAYPOBDANGCABUK-3,MACRO,MACRO,AMBER,7.613985,125.0031,BUKIDNON,DANGCAGAN,37,240,40,200
TCEDCBULIBULISUMSIPBAS,TCEDCBULIBULISUMSIPBAS-1,MACRO,MACRO,AMBER,6.419623,122.035274,BASILAN,SUMISIP,41,350,40,200
TCEDCBULIBULISUMSIPBAS,TCEDCBULIBULISUMSIPBAS-2,MACRO,MACRO,AMBER,6.419623,122.035274,BASILAN,SUMISIP,41,105,40,200
TCEDCCAMPCROSLIBONABUK,TCEDCCAMPCROSLIBONABUK-2,MACRO,MACRO,AMBER,8.325157,124.799793,BUKIDNON,LIBONA,39,120,40,200
TCEDCDELMONTEBUUGZSIB,TCEDCDELMONTEBUUGZSIB-3,MACRO,MACRO,AMBER,7.72171,123.00032,ZAMBOANGA SIBUGAY,BUUG,38,215,40,200
TCEDCDONJOSEMNUKANZDN,TCEDCDONJOSEMNUKANZDN-2,MACRO,MACRO,AMBER,8.523526,123.1455,ZAMBOANGA DEL NORTE,MANUKAN,38,210,40,200
TCEDCGAMUTTAGOLOSDS,TCEDCGAMUTTAGOLOSDS-2,MACRO,MACRO,AMBER,9.003387,126.164199,SURIGAO DEL SUR,TAGO,41,135,40,200
TCEDCKALUBIDCARLSBUK,TCEDCKALUBIDCARLSBUK-3,MACRO,MACRO,AMBER,7.67305,124.9084,BUKIDNON,DON CARLOS,40,260,40,200
TCEDCKAPINGKOBARONGMGDN,TCEDCKAPINGKOBARONGMGDN-1,MACRO,MACRO,AMBER,6.701498,124.610219,SULTAN KUDARAT,LAMBAYONG,39,0,40,200
TCEDCKIBANGAYLANTAPBUK,TCEDCKIBANGAYLANTAPBUK-2,MACRO,MACRO,AMBER,8.048479,124.895512,BUKIDNON,LANTAPAN,38,180,40,200
TCEDCKITABOGTITAYZSIB,TCEDCKITABOGTITAYZSIB-3,MACRO,MACRO,AMBER,7.838333,122.58122,ZAMBOANGA SIBUGAY,TITAY,38,175,40,200
TCEDCLICOMOZAMBOAZDS,TCEDCLICOMOZAMBOAZDS-1,MACRO,MACRO,AMBER,7.45851,122.32994,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,45,0,40,200
TCEDCLICOMOZAMBOAZDS,TCEDCLICOMOZAMBOAZDS-2,MACRO,MACRO,AMBER,7.45851,122.32994,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,45,110,40,200
TCEDCLOWERPULACLABANGZDS,TCEDCLOWERPULACLABANGZDS-1,MACRO,MACRO,AMBER,7.896314,123.490857,ZAMBOANGA DEL SUR,LABANGAN,44,340,40,200
TCEDCMARIBOLBAYABLDS,TCEDCMARIBOLBAYABLDS-3,MACRO,MACRO,AMBER,7.865759,124.36984,LANAO DEL SUR,LUMBA-BAYABAO,40,205,40,200
TCEDCNEWCEBPROXASNCOT,TCEDCNEWCEBPROXASNCOT-1,MACRO,MACRO,AMBER,7.098019,125.041454,COTABATO,PRESIDENT ROXAS,39,10,40,200
TCEDCP1BROOKSBUNAWAGS,TCEDCP1BROOKSBUNAWAGS-3,MACRO,MACRO,AMBER,8.157965,126.0119,AGUSAN DEL SUR,BUNAWAN,38,290,40,200
TCEDCP1LABINOZAMISMOCC,TCEDCP1LABINOZAMISMOCC-2,MACRO,MACRO,AMBER,8.100586,123.757043,MISAMIS OCCIDENTAL,OZAMIZ CITY,36,200,40,200
TCEDCP2LAMPANKALILABUK,TCEDCP2LAMPANKALILABUK-1,MACRO,MACRO,AMBER,7.654138,124.7625,BUKIDNON,KALILANGAN,39,340,40,200
TCEDCP6LAPASACLARINMOCC,TCEDCP6LAPASACLARINMOCC-2,MACRO,MACRO,AMBER,8.19178,123.86021,MISAMIS OCCIDENTAL,CLARIN,35,140,40,200
TCEDCP7CALAODCARLSBUK,TCEDCP7CALAODCARLSBUK-1,MACRO,MACRO,AMBER,7.696855,124.923994,BUKIDNON,DON CARLOS,35,335,40,200
TCEDCP7CALAODCARLSBUK,TCEDCP7CALAODCARLSBUK-2,MACRO,MACRO,AMBER,7.696855,124.923994,BUKIDNON,DON CARLOS,35,105,40,200
TCEDCP7CALAODCARLSBUK,TCEDCP7CALAODCARLSBUK-3,MACRO,MACRO,AMBER,7.696855,124.923994,BUKIDNON,DON CARLOS,35,235,40,200
TCEDCP7VINTARVALENBUK,TCEDCP7VINTARVALENBUK-1,MACRO,MACRO,AMBER,7.943431,125.1916,BUKIDNON,VALENCIA CITY,38,270,40,200
TCEDCP7VINTARVALENBUK,TCEDCP7VINTARVALENBUK-2,MACRO,MACRO,AMBER,7.943431,125.1916,BUKIDNON,VALENCIA CITY,38,100,40,200
TCEDCQUEZONPOBKIBLAWDDS,TCEDCQUEZONPOBKIBLAWDDS-1,MACRO,MACRO,AMBER,6.618964,125.255654,DAVAO DEL SUR,KIBLAWAN,39,320,40,200
TCEDCSANISIDROTLAKAGBUK,TCEDCSANISIDROTLAKAGBUK-2,MACRO,MACRO,AMBER,8.245489,124.598862,BUKIDNON,TALAKAG,34,80,40,200
TCEDCSOMOGREDUPANABODDN,TCEDCSOMOGREDUPANABODDN-3,MACRO,MACRO,AMBER,7.304324,125.677384,DAVAO DEL NORTE,PANABO CITY,34,290,40,200
TCEDCTAMBOPIAGAPLDS,TCEDCTAMBOPIAGAPLDS-2,MACRO,MACRO,AMBER,7.982255,124.184159,LANAO DEL SUR,PIAGAPO,39,50,40,200
TCEDCTIGNAPOLCDOMOR,TCEDCTIGNAPOLCDOMOR-1,MACRO,MACRO,AMBER,8.254532,124.57204,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,15,40,200
TCEDCTIKALAANTLAKAGBUK,TCEDCTIKALAANTLAKAGBUK-1,MACRO,MACRO,AMBER,8.042962,124.618954,BUKIDNON,TALAKAG,43,305,40,200
TCEDCTIKALAANTLAKAGBUK,TCEDCTIKALAANTLAKAGBUK-2,MACRO,MACRO,AMBER,8.042962,124.618954,BUKIDNON,TALAKAG,43,140,40,200
TCEDCTUBODLWOODZDS,TCEDCTUBODLWOODZDS-2,MACRO,MACRO,AMBER,7.80552,123.207,ZAMBOANGA DEL SUR,LAKEWOOD,40,215,40,200
TCEDCTUPSANMHINOGCMGN,TCEDCTUPSANMHINOGCMGN-2,MACRO,MACRO,AMBER,9.212151,124.767128,CAMIGUIN,MAMBAJAO (CAPITAL),43,125,40,200
TCEDCVTERTETUANZAMBOAZDS,TCEDCVTERTETUANZAMBOAZDS-3,MACRO,MACRO,AMBER,6.923962,122.0805,ZAMBOANGA DEL SUR,ZAMBOANGA CITY,24,145,40,200
TCEDCWADYABANINCOT,TCEDCWADYABANINCOT-1,MACRO,MACRO,AMBER,7.54697,124.694,COTABATO,BANISILAN,39,50,40,200
TCEDCZAMBOANGMALAYBBUK,TCEDCZAMBOANGMALAYBBUK-1,MACRO,MACRO,AMBER,8.209973,125.30064,BUKIDNON,MALAYBALAY CITY (CAPITAL),34,315,40,200
TCEDCZAMBOANGMALAYBBUK,TCEDCZAMBOANGMALAYBBUK-2,MACRO,MACRO,AMBER,8.209973,125.30064,BUKIDNON,MALAYBALAY CITY (CAPITAL),34,195,40,200
TCFGAANTIPOLODCARMESDN,TCFGAANTIPOLODCARMESDN-3,MACRO,MACRO,AMBER,9.811428,126.0092,SURIGAO DEL NORTE,DEL CARMEN,39,170,40,200
TCFGAAPO4POBKIDAPNCOT,TCFGAAPO4POBKIDAPNCOT-1,MACRO,MACRO,AMBER,6.9948,125.0735,COTABATO,KIDAPAWAN CITY (CAPITAL),39,30,40,200
TCFGAAPO4POBKIDAPNCOT,TCFGAAPO4POBKIDAPNCOT-2,MACRO,MACRO,AMBER,6.9948,125.0735,COTABATO,KIDAPAWAN CITY (CAPITAL),39,250,40,200
TCFGAAPO4POBKIDAPNCOT,TCFGAAPO4POBKIDAPNCOT-3,MACRO,MACRO,AMBER,6.9948,125.0735,COTABATO,KIDAPAWAN CITY (CAPITAL),39,320,40,200
TCFGABALAGUNUNMAGUILDS,TCFGABALAGUNUNMAGUILDS-1,MACRO,MACRO,AMBER,7.8851,124.360314,LANAO DEL SUR,MAGUING,49,45,40,200
TCFGABALAGUNUNMAGUILDS,TCFGABALAGUNUNMAGUILDS-2,MACRO,MACRO,AMBER,7.8851,124.360314,LANAO DEL SUR,MAGUING,49,180,40,200
TCFGABALAGUNUNMAGUILDS,TCFGABALAGUNUNMAGUILDS-3,MACRO,MACRO,AMBER,7.8851,124.360314,LANAO DEL SUR,MAGUING,49,245,40,200
TCFGABUALTLUNANNCOT,TCFGABUALTLUNANNCOT-2,MACRO,MACRO,AMBER,6.7876,124.8929,COTABATO,TULUNAN,33,210,40,200
TCFGADUALINGALEOSNNCOT,TCFGADUALINGALEOSNNCOT-1,MACRO,MACRO,AMBER,7.16194,124.568282,COTABATO,ALEOSAN,38,30,40,200
TCFGADUALINGALEOSNNCOT,TCFGADUALINGALEOSNNCOT-2,MACRO,MACRO,AMBER,7.16194,124.568282,COTABATO,ALEOSAN,38,110,40,200
TCFGADUALINGALEOSNNCOT,TCFGADUALINGALEOSNNCOT-3,MACRO,MACRO,AMBER,7.16194,124.568282,COTABATO,ALEOSAN,38,200,40,200
TCFGADYWANCLAVERSDN,TCFGADYWANCLAVERSDN-1,MACRO,MACRO,AMBER,9.56187,125.713721,SURIGAO DEL NORTE,CLAVER,39,85,40,200
TCFGADYWANCLAVERSDN,TCFGADYWANCLAVERSDN-2,MACRO,MACRO,AMBER,9.56187,125.713721,SURIGAO DEL NORTE,CLAVER,39,195,40,200
TCFGADYWANCLAVERSDN,TCFGADYWANCLAVERSDN-3,MACRO,MACRO,AMBER,9.56187,125.713721,SURIGAO DEL NORTE,CLAVER,39,320,40,200
TCFGAKINAWELIBONABUK,TCFGAKINAWELIBONABUK-2,MACRO,MACRO,AMBER,8.37141,124.6841,BUKIDNON,LIBONA,39,90,40,200
TCFGALIBERSTOMASDDN,TCFGALIBERSTOMASDDN-2,MACRO,MACRO,AMBER,7.478,125.658,DAVAO DEL NORTE,SANTO TOMAS,39,190,40,200
TCFGAMANGUIDAVAODDS,TCFGAMANGUIDAVAODDS-2,MACRO,MACRO,AMBER,7.10285,125.4116,DAVAO DEL SUR,DAVAO CITY,29,50,40,200
TCFGAMARANGSUMSIPBAS,TCFGAMARANGSUMSIPBAS-1,MACRO,MACRO,AMBER,6.47788,122.036,BASILAN,MALUSO,36,30,40,200
TCFGAMARANGSUMSIPBAS,TCFGAMARANGSUMSIPBAS-2,MACRO,MACRO,AMBER,6.47788,122.036,BASILAN,MALUSO,36,150,40,200
TCFGANABILIDPROXASZDN,TCFGANABILIDPROXASZDN-2,MACRO,MACRO,AMBER,8.511178,123.252736,ZAMBOANGA DEL NORTE,PRES. MANUEL A. ROXAS,39,85,40,200
TCFGANAPILIBALINGMOR,TCFGANAPILIBALINGMOR-1,MACRO,MACRO,AMBER,8.7824,124.785336,MISAMIS ORIENTAL,BALINGASAG,39,15,40,200
TCFGANEWVISAMTANAODDS,TCFGANEWVISAMTANAODDS-1,MACRO,MACRO,AMBER,6.732917,125.221682,DAVAO DEL SUR,MATANAO,40,5,40,200
TCFGANEWVISAMTANAODDS,TCFGANEWVISAMTANAODDS-3,MACRO,MACRO,AMBER,6.732917,125.221682,DAVAO DEL SUR,MATANAO,40,225,40,200
TCFGAPIKALAWAGSNAGALDN,TCFGAPIKALAWAGSNAGALDN-3,MACRO,MACRO,AMBER,7.807423,123.7009,LANAO DEL NORTE,SULTAN NAGA DIMAPORO,49,160,40,200
TCFGARIVCALDAVAODDS,TCFGARIVCALDAVAODDS-2,MACRO,MACRO,AMBER,7.15695,125.4769,DAVAO DEL SUR,DAVAO CITY,29,180,40,200
TCFGARIVCALDAVAODDS,TCFGARIVCALDAVAODDS-3,MACRO,MACRO,AMBER,7.15695,125.4769,DAVAO DEL SUR,DAVAO CITY,29,315,40,200
TCFGATALISAYSBENITSDN,TCFGATALISAYSBENITSDN-3,MACRO,MACRO,AMBER,9.954717,126.004952,SURIGAO DEL NORTE,SAN BENITO,39,210,40,200
TCFGATALRIVDAVAODDS,TCFGATALRIVDAVAODDS-1,MACRO,MACRO,AMBER,7.19357,125.4786,DAVAO DEL SUR,DAVAO CITY,29,355,40,200
TCFGAZ2MAMBUYACDOMOR,TCFGAZ2MAMBUYACDOMOR-2,MACRO,MACRO,AMBER,8.328659,124.5967,MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (CAPITAL),39,130,40,200
TCISAGYAYNGINGOOMOR,TCISAGYAYNGINGOOMOR-3,MACRO,MACRO,AMBER,8.85667,125.059,MISAMIS ORIENTAL,GINGOOG CITY,39,270,40,200
TCISAMPAYONBUTUANAGN,TCISAMPAYONBUTUANAGN-4,MACRO,MACRO,AMBER,8.968999,125.604008,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),29,270,40,200
TCISAURORAPROSPAGS,TCISAURORAPROSPAGS-2,MACRO,MACRO,AMBER,8.59318,125.83987,AGUSAN DEL SUR,PROSPERIDAD (CAPITAL),39,140,40,200
TCISBANCASIBUTUANAGN,TCISBANCASIBUTUANAGN-1,MACRO,MACRO,AMBER,8.93471,125.4704,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,310,40,200
TCISBASAKLEBAKSKUD,TCISBASAKLEBAKSKUD-1,MACRO,MACRO,AMBER,6.719128,124.146693,SULTAN KUDARAT,LEBAK,39,5,40,200
TCISBASAKLEBAKSKUD,TCISBASAKLEBAKSKUD-2,MACRO,MACRO,AMBER,6.719128,124.146693,SULTAN KUDARAT,LEBAK,39,125,40,200
TCISBASAKLEBAKSKUD,TCISBASAKLEBAKSKUD-3,MACRO,MACRO,AMBER,6.719128,124.146693,SULTAN KUDARAT,LEBAK,39,280,40,200
TCISBUCACBAYUGAGS,TCISBUCACBAYUGAGS-1,MACRO,MACRO,AMBER,8.69998,125.7637,AGUSAN DEL SUR,BAYUGAN CITY,39,305,40,200
TCISBUCACBAYUGAGS,TCISBUCACBAYUGAGS-3,MACRO,MACRO,AMBER,8.69998,125.7637,AGUSAN DEL SUR,BAYUGAN CITY,39,160,40,200
TCISBUSOKBAGUMBSKUD,TCISBUSOKBAGUMBSKUD-1,MACRO,MACRO,AMBER,6.491378,124.600417,SULTAN KUDARAT,BAGUMBAYAN,39,75,40,200
TCISCAASINANCABADAGN,TCISCAASINANCABADAGN-1,MACRO,MACRO,AMBER,9.136007,125.524134,AGUSAN DEL NORTE,CABADBARAN CITY,39,345,40,200
TCISCANAYUGNBAYUGAGS,TCISCANAYUGNBAYUGAGS-1,MACRO,MACRO,AMBER,8.75058,125.72159,AGUSAN DEL SUR,BAYUGAN CITY,39,315,40,200
TCISCANAYUGNBAYUGAGS,TCISCANAYUGNBAYUGAGS-3,MACRO,MACRO,AMBER,8.75058,125.72159,AGUSAN DEL SUR,BAYUGAN CITY,39,180,40,200
TCISCANUBOROQUIMOCC,TCISCANUBOROQUIMOCC-1,MACRO,MACRO,AMBER,8.492482,123.799335,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),38,305,40,200
TCISCANUBOROQUIMOCC,TCISCANUBOROQUIMOCC-2,MACRO,MACRO,AMBER,8.492482,123.799335,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),38,110,40,200
TCISCUBINASIPAGN,TCISCUBINASIPAGN-3,MACRO,MACRO,AMBER,8.97353,125.3858,AGUSAN DEL NORTE,NASIPIT,39,275,40,200
TCISDATALTAMMALUNGSAR,TCISDATALTAMMALUNGSAR-1,MACRO,MACRO,AMBER,6.332715,125.223692,SARANGANI,MALUNGON,39,340,40,200
TCISDATALTAMMALUNGSAR,TCISDATALTAMMALUNGSAR-2,MACRO,MACRO,AMBER,6.332715,125.223692,SARANGANI,MALUNGON,39,135,40,200
TCISDELPILARCABADAGN,TCISDELPILARCABADAGN-1,MACRO,MACRO,AMBER,9.150362,125.587928,AGUSAN DEL NORTE,CABADBARAN CITY,39,0,40,200
TCISKAMANGAMAASIMSAR,TCISKAMANGAMAASIMSAR-2,MACRO,MACRO,AMBER,5.85864,125.0578,SARANGANI,MAASIM,39,115,40,200
TCISKAPAYBAGUMBSKUD,TCISKAPAYBAGUMBSKUD-2,MACRO,MACRO,AMBER,6.569853,124.562985,SULTAN KUDARAT,BAGUMBAYAN,39,55,40,200
TCISKAPAYBAGUMBSKUD,TCISKAPAYBAGUMBSKUD-3,MACRO,MACRO,AMBER,6.569853,124.562985,SULTAN KUDARAT,BAGUMBAYAN,39,150,40,200
TCISKAYUPOKIAMBASAR,TCISKAYUPOKIAMBASAR-1,MACRO,MACRO,AMBER,5.929884,124.753966,SARANGANI,KIAMBA,39,0,40,200
TCISLABUYTANGUIBMOCC,TCISLABUYTANGUIBMOCC-1,MACRO,MACRO,AMBER,8.062055,123.721531,MISAMIS OCCIDENTAL,TANGUB CITY,39,75,40,200
TCISLABUYTANGUIBMOCC,TCISLABUYTANGUIBMOCC-3,MACRO,MACRO,AMBER,8.062055,123.721531,MISAMIS OCCIDENTAL,TANGUB CITY,39,245,40,200
TCISLANGCANGOROQUIMOCC,TCISLANGCANGOROQUIMOCC-2,MACRO,MACRO,AMBER,8.478212,123.794339,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),44,70,40,200
TCISLANGCANGOROQUIMOCC,TCISLANGCANGOROQUIMOCC-3,MACRO,MACRO,AMBER,8.478212,123.794339,MISAMIS OCCIDENTAL,OROQUIETA CITY (CAPITAL),44,210,40,200
TCISLAUNIONCABADAGN,TCISLAUNIONCABADAGN-3,MACRO,MACRO,AMBER,9.08763,125.5414,AGUSAN DEL NORTE,CABADBARAN CITY,39,225,40,200
TCISMAKUPMONKAYCVLY,TCISMAKUPMONKAYCVLY-3,MACRO,MACRO,AMBER,7.74435,126.0612,DAVAO DE ORO,MONKAYO,29,265,40,200
TCISMYGATASNBAYUGAGS,TCISMYGATASNBAYUGAGS-1,MACRO,MACRO,AMBER,8.72704,125.73088,AGUSAN DEL SUR,BAYUGAN CITY,39,340,40,200
TCISOSMENCOMPOSCVLY,TCISOSMENCOMPOSCVLY-1,MACRO,MACRO,AMBER,7.6675,126.1032,DAVAO DE ORO,COMPOSTELA,39,310,40,200
TCISP1KUYAMRAMAGBUK,TCISP1KUYAMRAMAGBUK-2,MACRO,MACRO,AMBER,7.81446,124.89982,BUKIDNON,MARAMAG,45,115,40,200
TCISP6DAGUMRAMAGBUK,TCISP6DAGUMRAMAGBUK-1,MACRO,MACRO,AMBER,7.855461,124.926831,BUKIDNON,MARAMAG,49,0,40,200
TCISP6DAGUMRAMAGBUK,TCISP6DAGUMRAMAGBUK-3,MACRO,MACRO,AMBER,7.855461,124.926831,BUKIDNON,MARAMAG,49,220,40,200
TCISPOBMALUNGSAR,TCISPOBMALUNGSAR-2,MACRO,MACRO,AMBER,6.377508,125.2642,SARANGANI,MALUNGON,49,155,40,200
TCISSALAMLEBAKSKUD,TCISSALAMLEBAKSKUD-2,MACRO,MACRO,AMBER,6.607105,124.065548,SULTAN KUDARAT,LEBAK,39,180,40,200
TCISSALVCIONBAYUGAGS,TCISSALVCIONBAYUGAGS-1,MACRO,MACRO,AMBER,8.68679,125.7125,AGUSAN DEL SUR,BAYUGAN CITY,39,55,40,200
TCISSALVCIONBAYUGAGS,TCISSALVCIONBAYUGAGS-2,MACRO,MACRO,AMBER,8.68679,125.7125,AGUSAN DEL SUR,BAYUGAN CITY,39,140,40,200
TCISSALVCIONBAYUGAGS,TCISSALVCIONBAYUGAGS-3,MACRO,MACRO,AMBER,8.68679,125.7125,AGUSAN DEL SUR,BAYUGAN CITY,39,220,40,200
TCISSCAYABDPITANZDN,TCISSCAYABDPITANZDN-1,MACRO,MACRO,AMBER,8.63066,123.3509,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,20,40,200
TCISSCAYABDPITANZDN,TCISSCAYABDPITANZDN-3,MACRO,MACRO,AMBER,8.63066,123.3509,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,180,40,200
TCISSTAFILDPOLOGZDN,TCISSTAFILDPOLOGZDN-1,MACRO,MACRO,AMBER,8.566288,123.34519,ZAMBOANGA DEL NORTE,DIPOLOG CITY (CAPITAL),29,50,40,200
TCISTINIWISBUTUANAGN,TCISTINIWISBUTUANAGN-2,MACRO,MACRO,AMBER,8.97888,125.57975,AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),39,145,40,200
TCISTRIANGULNASIPAGN,TCISTRIANGULNASIPAGN-1,MACRO,MACRO,AMBER,8.97441,125.3491,AGUSAN DEL NORTE,NASIPIT,29,325,40,200
TCISUNION1MONKAYCVLY,TCISUNION1MONKAYCVLY-3,MACRO,MACRO,AMBER,7.80834,126.0973,DAVAO DE ORO,MONKAYO,39,250,40,200
TCISUNION2MONKAYCVLY,TCISUNION2MONKAYCVLY-1,MACRO,MACRO,AMBER,7.80001,126.07229,DAVAO DE ORO,MONKAYO,39,290,40,200
TCISUNION2MONKAYCVLY,TCISUNION2MONKAYCVLY-2,MACRO,MACRO,AMBER,7.80001,126.07229,DAVAO DE ORO,MONKAYO,39,75,40,200
TCLDCMASIAGBAGUMBSKUD,TCLDCMASIAGBAGUMBSKUD-1,MACRO,MACRO,AMBER,6.44307,124.44981,SULTAN KUDARAT,BAGUMBAYAN,49,10,40,200
TCLDCMASIAGBAGUMBSKUD,TCLDCMASIAGBAGUMBSKUD-2,MACRO,MACRO,AMBER,6.44307,124.44981,SULTAN KUDARAT,BAGUMBAYAN,49,90,40,200
TCLDCMASIAGBAGUMBSKUD,TCLDCMASIAGBAGUMBSKUD-3,MACRO,MACRO,AMBER,6.44307,124.44981,SULTAN KUDARAT,BAGUMBAYAN,49,200,40,200
TCLDCPACIFCISIDROSDN,TCLDCPACIFCISIDROSDN-1,MACRO,MACRO,AMBER,9.946203,126.101,SURIGAO DEL NORTE,SAN ISIDRO,39,320,40,200
TCPHTASTORGASTCRUZDDS,TCPHTASTORGASTCRUZDDS-2,MACRO,MACRO,AMBER,6.90428,125.45866,DAVAO DEL SUR,SANTA CRUZ,39,120,40,200
TCPHTASTORGASTCRUZDDS,TCPHTASTORGASTCRUZDDS-3,MACRO,MACRO,AMBER,6.90428,125.45866,DAVAO DEL SUR,SANTA CRUZ,39,200,40,200
TCPHTKIWALANILIGANLDN,TCPHTKIWALANILIGANLDN-1,MACRO,MACRO,AMBER,8.28614,124.267812,LANAO DEL NORTE,ILIGAN CITY,49,290,40,200
TCPHTMALBATOSTCRUZDDS,TCPHTMALBATOSTCRUZDDS-3,MACRO,MACRO,AMBER,6.7867,125.3823,DAVAO DEL SUR,SANTA CRUZ,39,200,40,200
TCPHTP4AWAOMONKAYDDO,TCPHTP4AWAOMONKAYDDO-1,MACRO,MACRO,AMBER,7.945795,126.003561,DAVAO DE ORO,MONKAYO,39,0,40,200
TCPHTP4AWAOMONKAYDDO,TCPHTP4AWAOMONKAYDDO-2,MACRO,MACRO,AMBER,7.945795,126.003561,DAVAO DE ORO,MONKAYO,39,90,40,200
TCPHTZONE1STCRUZDDS,TCPHTZONE1STCRUZDDS-1,MACRO,MACRO,AMBER,6.869641,125.438553,DAVAO DEL SUR,SANTA CRUZ,39,75,40,200
TEDCJPLAURELPANABODDN,TEDCJPLAURELPANABODDN-2,MACRO,MACRO,AMBER,7.282192,125.674727,DAVAO DEL NORTE,PANABO CITY,31,215,40,200
TUBORANDELCARSDN,TUBORANDELCARSDN-1,MACRO,MACRO,AMBER,9.82122,126.05,SURIGAO DEL NORTE,DEL CARMEN,39,0,40,200
TULALIANSTOMASDDN,TULALIANSTOMASDDN-2,MACRO,MACRO,AMBER,7.458903,125.584739,DAVAO DEL NORTE,SANTO TOMAS,39,140,40,200
BLK16NHABUHADAVAODDS,BLK16NHABUHADAVAODDS-1,MACRO,MACRO,GREEN,7.106018,125.6166,DAVAO DEL SUR,DAVAO CITY,19,40,40,200
BLK16NHABUHADAVAODDS,BLK16NHABUHADAVAODDS-2,MACRO,MACRO,AMBER,7.106018,125.6166,DAVAO DEL SUR,DAVAO CITY,19,180,40,200
BLK16NHABUHADAVAODDS,BLK16NHABUHADAVAODDS-3,MACRO,MACRO,GREEN,7.106018,125.6166,DAVAO DEL SUR,DAVAO CITY,19,300,40,200
PRK14BUNAWDAVAODDS,PRK14BUNAWDAVAODDS-1,MACRO,MACRO,GREEN,7.236534,125.6282,DAVAO DEL SUR,DAVAO CITY,29,10,40,200
TCFGAMATCRODAVAODDS,TCFGAMATCRODAVAODDS-1,MACRO,MACRO,AMBER,7.06215,125.561299,DAVAO DEL SUR,DAVAO CITY,29,30,40,200
TCFGAP8TIBUNDAVAODDS,TCFGAP8TIBUNDAVAODDS-2,MACRO,MACRO,AMBER,7.19705,125.62579,DAVAO DEL SUR,DAVAO CITY,39,60,40,200
TCFGAP8TIBUNDAVAODDS,TCFGAP8TIBUNDAVAODDS-3,MACRO,MACRO,AMBER,7.19705,125.62579,DAVAO DEL SUR,DAVAO CITY,39,140,40,200
TCLBSDALIAODAVAODDS,TCLBSDALIAODAVAODDS-3,MACRO,MACRO,AMBER,7.012134,125.5013,DAVAO DEL SUR,DAVAO CITY,30,240,40,200
AGUADAOZAMIS,AGUADAOZAMIS-1,MACRO,MACRO,AMBER,8.153713,123.84206,MISAMIS OCCIDENTAL,OZAMIZ CITY,39,40,40,200
ALEJAL,ALEJAL-1,MACRO,MACRO,GREEN,7.384657,125.662068,DAVAO DEL NORTE,CARMEN,33,50,40,200
ALIPDATUPA,ALIPDATUPA-1,MACRO,MACRO,AMBER,6.745728,124.867613,MAGUINDANAO DEL SUR,DATU PAGLAS,40,50,40,200
ASUNSI,ASUNSI-2,MACRO,MACRO,GREEN,7.539272,125.754594,DAVAO DEL NORTE,ASUNCION,39,170,40,200
ASUNSI,ASUNSI-3,MACRO,MACRO,GREEN,7.539272,125.754594,DAVAO DEL NORTE,ASUNCION,39,260,40,200
BABAK,BABAK-2,MACRO,MACRO,AMBER,7.139187,125.693506,DAVAO DEL NORTE,ISLAND GARDEN CITY OF SAMAL,30,120,40,200
BACULI,BACULI-1,MACRO,MACRO,AMBER,7.452802,126.58074,DAVAO ORIENTAL,BAGANGA,40,10,40,200
BAGTAP,BAGTAP-1,MACRO,MACRO,GREEN,6.885644,124.896298,COTABATO,M'LANG,37,350,40,200
BAGTAP,BAGTAP-3,MACRO,MACRO,AMBER,6.885644,124.896298,COTABATO,M'LANG,37,210,40,200
